,size,total_sqft,bath,price,site_location,bhk
6668,4 Bedroom,1200.0,4.0,140.0,Mundhawa,4
6669,3 BHK,1760.0,3.0,115.0,Mundhawa,3
6672,2 BHK,1310.0,2.0,80.43,Mundhawa,2
6673,9 BHK,4600.0,9.0,200.0,Mundhawa,9
6674,3 BHK,1800.0,3.0,110.0,Mundhawa,3
6675,3 BHK,1445.0,2.0,86.69,Mundhawa,3
6676,1 BHK,645.0,1.0,39.0,Mundhawa,1
6677,2 BHK,1328.0,2.0,107.0,Mundhawa,2
6678,3 BHK,1823.0,3.0,103.0,Mundhawa,3
6679,4 BHK,2439.0,5.0,170.0,Mundhawa,4
6681,1 BHK,770.0,1.0,43.82,Mundhawa,1
6682,1 Bedroom,400.0,2.0,50.0,Mundhawa,1
6688,2 BHK,1020.0,2.0,80.0,Mundhawa,2
6689,3 BHK,2100.0,3.0,125.0,Mundhawa,3
6695,2 BHK,1027.0,2.0,67.0,Mundhawa,2
6698,4 Bedroom,1200.0,4.0,125.0,Mundhawa,4
6700,3 Bedroom,1200.0,2.0,66.0,Mundhawa,3
6702,3 BHK,1270.0,2.0,95.25,Mundhawa,3
6709,1 BHK,610.0,1.0,18.5,Mundhawa,1
6711,3 BHK,1805.0,3.0,134.0,Mundhawa,3
6712,2 BHK,840.0,2.0,45.0,Nagar Road,2
6713,2 BHK,1060.0,2.0,55.0,Nagar Road,2
6716,2 BHK,883.0,2.0,29.0,Nagar Road,2
6717,2 BHK,1200.0,2.0,62.5,Nagar Road,2
6718,3 BHK,1705.0,3.0,95.0,Nagar Road,3
6719,2 BHK,1027.0,2.0,44.0,Nagar Road,2
6721,3 BHK,1300.0,3.0,64.0,Nagar Road,3
6722,2 BHK,804.1,2.0,69.09,Nagar Road,2
6723,4 BHK,3198.0,4.0,200.0,Nagar Road,4
6724,3 BHK,1360.0,2.0,75.0,Nagar Road,3
6725,2 BHK,1200.0,2.0,75.0,Nagar Road,2
6727,2 BHK,1200.0,2.0,49.5,Nagar Road,2
6728,2 BHK,1256.0,2.0,60.0,Nagar Road,2
6729,2 BHK,1100.0,2.0,60.0,Nagar Road,2
6730,2 BHK,1220.0,2.0,59.5,Nagar Road,2
6731,2 BHK,1215.0,2.0,40.0,Nagar Road,2
6732,2 BHK,1130.0,2.0,45.2,Nagar Road,2
6733,1 Bedroom,1260.0,1.0,41.0,Nagar Road,1
6734,1 BHK,890.0,1.0,75.0,Nagar Road,1
6736,2 BHK,1326.0,2.0,62.17,Nagar Road,2
6737,2 BHK,1086.0,2.0,33.66,Nagar Road,2
6738,2 BHK,1339.0,2.0,62.0,Nagar Road,2
6739,2 BHK,1139.0,2.0,80.0,Nagar Road,2
6740,2 BHK,1080.0,2.0,55.0,Nagar Road,2
6741,3 BHK,1801.0,3.0,139.0,Nagar Road,3
6742,2 BHK,1111.0,2.0,41.88,Nagar Road,2
6743,3 Bedroom,3876.0,3.0,300.0,Nagar Road,3
6744,2 BHK,1150.0,2.0,51.0,Nagar Road,2
6745,3 BHK,1400.0,2.0,78.0,Nagar Road,3
6746,2 BHK,1076.0,2.0,52.0,Nagar Road,2
6747,4 Bedroom,4827.0,4.0,400.0,Nagar Road,4
6748,2 BHK,1215.0,2.0,90.0,Nagar Road,2
6749,2 BHK,1015.0,2.0,40.0,Nagar Road,2
6750,2 BHK,845.0,2.0,37.0,Nagar Road,2
6751,2 BHK,1216.0,2.0,84.0,Nagar Road,2
6752,2 BHK,1358.0,2.0,81.0,Nagar Road,2
6753,3 Bedroom,1350.0,3.0,85.0,Nagar Road,3
6754,3 BHK,1856.0,3.0,120.0,Nagar Road,3
6755,2 BHK,787.0,2.0,31.0,Nagar Road,2
6756,2 BHK,1110.0,2.0,58.0,Nagar Road,2
6757,2 BHK,1216.0,2.0,75.0,Nagar Road,2
6758,2 BHK,1100.0,2.0,43.5,Nagar Road,2
6759,2 BHK,1227.0,2.0,53.49,Nagar Road,2
6760,3 Bedroom,2556.0,3.0,169.0,Nagar Road,3
6762,2 BHK,800.0,2.0,40.0,Nagar Road,2
6763,3 BHK,1850.0,2.0,110.0,Nagar Road,3
6764,2 BHK,1060.0,2.0,55.0,Nagar Road,2
6768,2 BHK,1140.0,2.0,70.93,Nagar Road,2
6769,2 BHK,921.0,2.0,29.47,Nagar Road,2
6770,3 BHK,1900.0,3.0,125.0,Nagar Road,3
6771,3 Bedroom,3000.0,4.0,235.0,Nagar Road,3
6772,2 BHK,1355.0,2.0,67.0,Nagar Road,2
6773,2 BHK,1067.0,2.0,52.0,Nagar Road,2
6774,2 BHK,855.0,2.0,32.0,Nagar Road,2
6775,2 BHK,1140.0,2.0,51.2,Nagar Road,2
6776,2 BHK,770.0,1.0,39.9,Nagar Road,2
6777,3 BHK,2990.0,5.0,173.0,Nagar Road,3
6778,1 BHK,650.0,1.0,19.87,Nagar Road,1
6779,2 BHK,725.0,2.0,36.0,Nagar Road,2
6780,1 Bedroom,510.0,1.0,34.0,Nagar Road,1
6781,2 BHK,965.0,2.0,56.0,Nagar Road,2
6782,2 BHK,980.0,2.0,45.0,Nagar Road,2
6783,2 BHK,1243.0,2.0,46.0,Nagar Road,2
6785,2 BHK,1040.0,2.0,55.0,Nagar Road,2
6786,2 BHK,1190.0,2.0,42.25,Nagar Road,2
6787,2 BHK,1223.0,2.0,42.81,Nagar Road,2
6789,2 Bedroom,1230.0,2.0,68.0,Nagar Road,2
6790,3 BHK,1485.0,2.0,110.0,Nagar Road,3
6791,3 BHK,1310.0,3.0,90.0,Nagar Road,3
6792,2 BHK,1088.0,2.0,43.5,Nagar Road,2
6793,3 BHK,1710.0,3.0,85.0,Nagar Road,3
6794,3 BHK,2430.0,5.0,180.0,Nagar Road,3
6795,2 BHK,1066.0,2.0,55.0,Nagar Road,2
6796,2 BHK,1175.0,2.0,41.68,Nagar Road,2
6797,2 BHK,1260.0,2.0,58.0,Nagar Road,2
6800,2 BHK,1000.0,2.0,42.0,Nagar Road,2
6801,3 BHK,1644.0,3.0,92.59,Nagar Road,3
6802,4 BHK,3410.0,5.0,253.0,Nagar Road,4
6803,3 BHK,1100.0,2.0,78.0,Nagar Road,3
6804,6 Bedroom,2400.0,7.0,107.0,Nagar Road,6
6805,3 BHK,1698.0,3.0,125.0,Nagar Road,3
6806,2 BHK,1080.0,2.0,67.0,Nagar Road,2
6807,2 BHK,1041.0,2.0,36.44,Nagar Road,2
6808,3 BHK,1724.0,3.0,146.0,Nagar Road,3
6809,2 BHK,1185.0,2.0,59.0,Nagar Road,2
6810,3 BHK,1353.0,2.0,110.0,Nagar Road,3
6811,3 BHK,1830.0,3.0,91.86,Nagar Road,3
6812,2 BHK,1100.0,2.0,36.0,Nagar Road,2
6813,3 BHK,1660.0,3.0,125.0,Nagar Road,3
6814,2 BHK,1206.0,2.0,40.7,Nagar Road,2
6815,2 BHK,1300.0,2.0,55.86,Nagar Road,2
6816,2 BHK,1047.0,2.0,75.0,Nagar Road,2
6817,2 BHK,1198.0,2.0,80.0,Nagar Road,2
6818,1 BHK,613.0,1.0,48.0,Nagar Road,1
6819,3 Bedroom,4395.0,3.0,240.0,Nana Peth,3
6821,2 BHK,1270.0,2.0,93.0,Nana Peth,2
6822,3 BHK,1800.0,3.0,150.0,Nana Peth,3
6823,3 BHK,1750.0,3.0,100.0,Nana Peth,3
6826,3 BHK,1688.0,3.0,118.0,Nana Peth,3
6827,3 BHK,1375.0,3.0,75.0,Nana Peth,3
6829,3 BHK,1082.0,2.0,56.0,Nana Peth,3
6833,2 BHK,1200.0,2.0,75.0,Nana Peth,2
6835,1 BHK,595.0,1.0,42.0,Nana Peth,1
6836,4 Bedroom,2800.0,4.0,240.0,Nana Peth,4
6842,2 Bedroom,1200.0,2.0,67.0,Nana Peth,2
6843,1 RK,351.0,1.0,16.0,Nana Peth,1
6845,2 BHK,1145.0,2.0,75.0,Nana Peth,2
6846,2 BHK,1140.0,2.0,75.2,Nana Peth,2
6848,2 Bedroom,792.0,2.0,70.0,Nana Peth,2
6849,3 BHK,1350.0,2.0,140.0,Nana Peth,3
6851,3 BHK,1586.0,3.0,93.94,Nana Peth,3
6853,2 BHK,1255.0,2.0,58.0,Nana Peth,2
6854,4 BHK,3122.0,5.0,225.0,Nana Peth,4
6855,3 BHK,1790.0,3.0,100.0,Nana Peth,3
6856,2 BHK,1022.0,2.0,45.9,Nana Peth,2
6859,2 BHK,1300.0,2.0,109.0,Nana Peth,2
6861,3 BHK,1734.0,3.0,125.0,Nana Peth,3
6863,3 BHK,1525.0,2.0,87.0,Nana Peth,3
6865,1 BHK,580.0,1.0,27.0,Nana Peth,1
6868,3 BHK,1832.0,3.0,125.0,Nana Peth,3
6870,3 BHK,1255.0,3.0,77.68,Nana Peth,3
6871,3 BHK,1255.0,3.0,77.68,Nana Peth,3
6872,3 BHK,1200.0,2.0,66.5,Nana Peth,3
6873,2 BHK,1235.0,2.0,65.0,Nana Peth,2
6877,3 BHK,1667.0,3.0,92.0,Nana Peth,3
6880,2 BHK,1145.0,2.0,58.4,Nana Peth,2
6883,3 BHK,1459.0,2.0,95.0,Nana Peth,3
6886,1 BHK,645.0,1.0,16.45,Nana Peth,1
6887,3 BHK,1650.0,3.0,105.0,Nana Peth,3
6891,2 BHK,1310.0,2.0,85.0,Nana Peth,2
6892,3 BHK,1850.0,3.0,150.0,Nana Peth,3
6893,3 BHK,1600.0,2.0,88.0,Nana Peth,3
6894,3 BHK,1435.0,3.0,90.0,Nana Peth,3
6895,3 BHK,1601.0,3.0,95.0,Nana Peth,3
6897,2 BHK,984.0,2.0,45.91,Nana Peth,2
6899,2 BHK,1216.0,2.0,75.0,Nana Peth,2
6901,4 Bedroom,2429.0,3.0,210.0,Nana Peth,4
6904,3 BHK,1836.0,3.0,148.0,Nana Peth,3
6908,2 BHK,1174.0,2.0,78.0,Nana Peth,2
6910,1 BHK,863.0,1.0,40.55,Nana Peth,1
6911,1 BHK,635.0,1.0,28.0,Nana Peth,1
6912,2 BHK,1100.0,2.0,57.6,Nana Peth,2
6913,3 BHK,2140.0,3.0,139.0,Nana Peth,3
6914,3 BHK,1777.26,3.0,89.0,Nana Peth,3
6915,3 BHK,2095.0,3.0,150.0,Nana Peth,3
6916,2 BHK,1160.0,2.0,95.0,Nana Peth,2
6917,3 BHK,1819.0,3.0,150.0,Nana Peth,3
6918,2 BHK,1179.0,2.0,56.0,Nana Peth,2
6919,2 BHK,1245.0,2.0,59.0,Nana Peth,2
6924,2 BHK,918.0,2.0,56.0,Nana Peth,2
6925,2 BHK,1220.0,2.0,72.0,Nana Peth,2
6928,2 BHK,1140.0,2.0,78.0,Nana Peth,2
6929,3 BHK,1400.0,2.0,135.0,Nana Peth,3
6931,2 Bedroom,1200.0,2.0,68.0,Nana Peth,2
6932,3 BHK,1715.0,3.0,115.0,Nana Peth,3
6933,3 BHK,1965.0,4.0,125.0,Nana Peth,3
6935,1 BHK,575.0,1.0,16.75,Nana Peth,1
6936,3 BHK,1850.0,4.0,121.0,Nana Peth,3
6937,4 Bedroom,2400.0,4.0,150.0,Nana Peth,4
6939,2 BHK,1195.0,2.0,59.0,Nana Peth,2
6940,3 Bedroom,1200.0,3.0,65.0,Nana Peth,3
6941,3 BHK,1675.0,3.0,92.13,Nana Peth,3
6942,2 BHK,845.0,2.0,55.0,Narayan Peth,2
6943,3 BHK,1735.0,3.0,135.0,Narayan Peth,3
6946,3 BHK,1768.0,3.0,101.0,Narayan Peth,3
6948,2 BHK,1020.0,2.0,52.0,Narayan Peth,2
6949,1 BHK,525.0,1.0,30.0,Narayan Peth,1
6954,3 BHK,1606.0,3.0,89.55,Narayan Peth,3
6956,4 BHK,2483.0,5.0,215.0,Narayan Peth,4
6957,2 BHK,1180.0,2.0,72.0,Narayan Peth,2
6958,3 BHK,1508.0,2.0,110.0,Narayan Peth,3
6959,3 BHK,1685.0,2.0,110.0,Narayan Peth,3
6960,3 BHK,1708.0,2.0,90.5,Narayan Peth,3
6961,4 Bedroom,4800.0,3.0,302.0,Narayan Peth,4
6964,3 Bedroom,950.0,3.0,80.0,Narayan Peth,3
6965,1 Bedroom,1500.0,1.0,37.5,Narayan Peth,1
6966,2 BHK,1320.0,2.0,95.0,Narayan Peth,2
6968,4 BHK,3960.0,5.0,386.0,Narayan Peth,4
6970,2 BHK,1100.0,2.0,60.0,Narayan Peth,2
6973,1 BHK,550.0,1.0,17.0,Narayan Peth,1
6974,2 BHK,1275.0,2.0,65.0,Narayan Peth,2
6977,1 BHK,458.0,1.0,19.695,Narayan Peth,1
6978,2 BHK,1300.0,2.0,102.0,Narayan Peth,2
6979,2 BHK,1405.0,2.0,84.5,Narayan Peth,2
6981,1 BHK,706.0,1.0,48.24,Narayan Peth,1
6983,1 BHK,705.0,1.0,57.0,Narayan Peth,1
6984,2 BHK,1197.0,2.0,63.0,Narayan Peth,2
6985,3 BHK,1590.0,3.0,96.5,Narayan Peth,3
6986,2 BHK,1036.0,2.0,59.45,Narayan Peth,2
6988,2 BHK,1088.0,2.0,61.45,Narayan Peth,2
6989,2 BHK,1355.0,2.0,78.0,Narayan Peth,2
6990,3 BHK,1482.0,3.0,86.0,Narayan Peth,3
6994,4 BHK,4334.0,2.0,338.0,Narayan Peth,4
6995,3 BHK,1920.0,3.0,150.0,Narayan Peth,3
6998,2 BHK,934.0,2.0,55.0,Narayan Peth,2
6999,2 BHK,1281.0,2.0,87.0,Narayan Peth,2
7001,3 BHK,1862.0,3.0,120.0,Narayan Peth,3
7002,3 BHK,1713.0,3.0,125.0,Narayan Peth,3
7004,3 BHK,1711.0,3.0,85.61,Narayan Peth,3
7005,1 BHK,400.0,2.0,25.0,Narayan Peth,1
7008,1 BHK,646.0,1.0,25.84,Narayan Peth,1
7009,3 BHK,1590.0,2.0,126.0,Narayan Peth,3
7010,4 Bedroom,3000.0,3.0,170.0,Narayan Peth,4
7011,4 Bedroom,2800.0,4.0,200.0,Narayan Peth,4
7012,7 Bedroom,3000.0,6.0,145.0,Narayan Peth,7
7013,3 BHK,4097.0,3.0,400.0,Narayan Peth,3
7015,3 BHK,1395.0,2.0,70.0,Narayan Peth,3
7017,2 BHK,1130.0,2.0,74.0,Narayan Peth,2
7018,2 BHK,1075.0,2.0,57.0,Narayan Peth,2
7019,3 BHK,1786.0,2.0,106.0,Narayan Peth,3
7023,2 BHK,1165.0,2.0,64.08,Narayan Peth,2
7024,2 BHK,1160.0,2.0,75.0,Narayan Peth,2
7031,3 BHK,2159.0,3.0,120.0,Narayan Peth,3
7032,3 BHK,1500.0,3.0,100.0,Narayan Peth,3
7037,4 Bedroom,2916.0,5.0,230.0,Narayan Peth,4
7038,2 BHK,1205.0,2.0,85.0,Narayan Peth,2
7039,4 Bedroom,1880.0,4.0,154.0,Narayan Peth,4
7041,2 BHK,1260.0,2.0,113.0,Narayan Peth,2
7042,2 BHK,1060.0,2.0,58.5,Narayan Peth,2
7043,3 BHK,1330.0,2.0,68.0,Narayan Peth,3
7045,3 BHK,1685.0,3.0,90.0,Narayan Peth,3
7046,3 BHK,1950.0,4.0,120.0,Narayan Peth,3
7047,4 Bedroom,2400.0,3.0,200.0,Narayan Peth,4
7048,3 BHK,1305.0,3.0,65.0,Narayan Peth,3
7049,3 BHK,1250.0,2.0,70.0,Narayan Peth,3
7053,3 BHK,1470.0,2.0,75.0,Narayan Peth,3
7055,2 BHK,1332.0,2.0,108.0,Narayan Peth,2
7056,3 BHK,1691.0,3.0,100.0,Narayan Peth,3
7059,3 BHK,1470.0,2.0,85.0,Narayan Peth,3
7061,3 BHK,2050.0,3.0,145.0,Narayangaon,3
7062,2 Bedroom,1280.0,2.0,69.0,Narayangaon,2
7063,2 BHK,1100.0,2.0,43.25,Narayangaon,2
7064,3 BHK,1715.0,2.0,95.0,Narayangaon,3
7065,3 BHK,1325.0,2.0,90.0,Narayangaon,3
7066,6 BHK,3600.0,4.0,160.0,Narayangaon,6
7067,2 BHK,1185.0,2.0,47.0,Narayangaon,2
7068,2 BHK,1447.0,2.0,83.0,Narayangaon,2
7070,2 BHK,1100.0,2.0,56.0,Narayangaon,2
7071,3 BHK,1665.0,3.0,86.58,Narayangaon,3
7072,3 BHK,1650.0,3.0,88.0,Narayangaon,3
7073,2 BHK,755.0,2.0,37.49,Narayangaon,2
7074,2 BHK,1200.0,2.0,66.0,Narayangaon,2
7075,4 Bedroom,1550.0,4.0,130.0,Narayangaon,4
7076,4 BHK,4624.5,4.0,314.5,Narayangaon,4
7077,3 BHK,1697.0,3.0,108.0,Narayangaon,3
7078,2 BHK,740.0,2.0,37.0,Narayangaon,2
7079,2 BHK,1185.0,2.0,65.0,Narayangaon,2
7080,2 BHK,975.0,2.0,43.0,Narayangaon,2
7082,1 BHK,605.0,1.0,29.0,Narayangaon,1
7083,2 BHK,1200.0,2.0,60.0,Narayangaon,2
7084,2 BHK,1051.0,2.0,33.0,Narayangaon,2
7085,3 BHK,2321.0,4.0,128.0,Narayangaon,3
7087,2 BHK,1240.0,2.0,39.06,Narayangaon,2
7089,3 BHK,1335.0,3.0,89.0,Narayangaon,3
7090,2 BHK,1168.0,2.0,64.08,Narayangaon,2
7093,2 BHK,900.0,2.0,70.0,Narayangaon,2
7096,2 BHK,1230.0,2.0,57.0,Narayangaon,2
7097,3 BHK,1512.0,3.0,123.0,Narayangaon,3
7098,2 BHK,1190.0,2.0,40.0,Narayangaon,2
7099,2 BHK,1113.0,2.0,55.0,Narayangaon,2
7100,4 Bedroom,1350.0,4.0,85.0,Narayangaon,4
7101,3 BHK,1255.0,2.0,90.0,Narayangaon,3
7103,3 BHK,1286.0,3.0,67.0,Narayangaon,3
7104,3 BHK,1564.0,3.0,104.0,Narayangaon,3
7106,2 BHK,1344.0,2.0,108.0,Narayangaon,2
7107,2 BHK,1198.0,2.0,82.0,Narayangaon,2
7108,3 BHK,1498.0,3.0,95.0,Narayangaon,3
7109,2 BHK,1257.0,2.0,71.03,Narayangaon,2
7110,2 Bedroom,600.0,2.0,30.0,Narayangaon,2
7111,1 BHK,630.0,1.0,47.0,Narayangaon,1
7112,3 Bedroom,2500.0,3.0,180.0,Narayangaon,3
7113,2 BHK,1160.0,2.0,45.0,Narayangaon,2
7114,2 BHK,1100.0,2.0,38.49,Narayangaon,2
7115,2 BHK,947.0,2.0,43.0,Narayangaon,2
7117,2 BHK,1200.0,2.0,43.0,Narayangaon,2
7118,1 BHK,705.0,1.0,57.0,Narayangaon,1
7119,2 BHK,1250.0,2.0,98.0,Narayangaon,2
7120,2 BHK,1342.0,2.0,70.0,Narayangaon,2
7121,2 BHK,1240.0,2.0,71.0,Narayangaon,2
7122,2 BHK,1200.0,2.0,43.2,Narayangaon,2
7123,2 BHK,1200.0,2.0,55.0,Narayangaon,2
7124,3 BHK,1600.0,3.0,150.0,Narayangaon,3
7125,3 BHK,1893.0,3.0,115.0,Narayangaon,3
7126,3 BHK,1645.0,3.0,110.0,Narayangaon,3
7127,2 BHK,1197.0,2.0,82.0,Narayangaon,2
7128,2 BHK,945.0,2.0,40.0,Narayangaon,2
7129,4 BHK,3205.0,4.0,300.0,Narayangaon,4
7131,2 BHK,1166.0,2.0,65.0,Narayangaon,2
7132,3 BHK,1660.0,3.0,116.0,Narayangaon,3
7133,3 BHK,3596.0,3.0,200.0,Narayangaon,3
7134,3 BHK,1592.0,3.0,125.0,Narayangaon,3
7135,2 BHK,1174.0,2.0,75.0,Narayangaon,2
7137,2 BHK,730.0,1.0,52.0,Narayangaon,2
7138,2 BHK,1158.0,2.0,67.0,Narayangaon,2
7139,2 BHK,1081.5,2.0,38.665,Narayangaon,2
7140,2 BHK,1153.0,2.0,43.0,Narayangaon,2
7141,2 BHK,1260.0,2.0,62.0,Narayangaon,2
7142,2 BHK,1245.0,2.0,100.0,Narayangaon,2
7143,3 Bedroom,1500.0,3.0,78.57,Narayangaon,3
7144,2 BHK,1045.0,2.0,55.0,Narayangaon,2
7146,2 BHK,1075.0,2.0,50.0,Narayangaon,2
7147,2 BHK,1175.0,2.0,54.05,Narayangaon,2
7148,2 BHK,1230.0,2.0,56.45,Narayangaon,2
7149,2 BHK,1008.0,2.0,52.0,Narayangaon,2
7150,2 BHK,1680.0,2.0,59.0,Narayangaon,2
7152,2 BHK,1225.0,2.0,72.0,Narayangaon,2
7154,2 BHK,1125.0,2.0,48.0,Narayangaon,2
7155,2 BHK,1096.0,2.0,43.0,Narayangaon,2
7156,3 BHK,1798.0,3.0,150.0,Narayangaon,3
7158,2 BHK,1185.0,2.0,75.0,Narayangaon,2
7160,2 BHK,1355.0,2.0,73.17,Narayangaon,2
7161,2 BHK,1180.0,2.0,65.0,Narayangaon,2
7162,1 BHK,750.0,1.0,35.0,Narayangaon,1
7163,3 BHK,1756.0,3.0,125.0,Narayangaon,3
7165,2 BHK,1236.0,2.0,50.0,Narayangaon,2
7166,5 Bedroom,1600.0,5.0,140.0,Narayangaon,5
7167,2 BHK,1230.0,2.0,67.65,Narayangaon,2
7168,2 BHK,1045.0,2.0,76.77,Narayangaon,2
7169,2 BHK,1200.0,3.0,70.0,Narayangaon,2
7170,2 BHK,1000.0,2.0,41.0,Narayangaon,2
7171,2 BHK,876.0,2.0,28.47,Narayangaon,2
7172,2 BHK,1160.0,2.0,44.0,Navi Peth,2
7173,4 Bedroom,1200.0,2.0,95.0,Navi Peth,4
7174,2 BHK,1508.0,2.0,77.0,Navi Peth,2
7175,1 BHK,630.0,1.0,34.65,Navi Peth,1
7176,3 BHK,1599.0,3.0,99.0,Navi Peth,3
7177,2 BHK,1235.0,2.0,52.04,Navi Peth,2
7178,2 BHK,1114.0,2.0,39.0,Navi Peth,2
7179,2 BHK,1142.5,2.0,43.415,Navi Peth,2
7180,3 BHK,1843.0,3.0,95.84,Navi Peth,3
7181,2 BHK,1265.0,2.0,56.93,Navi Peth,2
7182,3 BHK,1697.0,3.0,94.79,Navi Peth,3
7185,4 BHK,4111.0,4.0,310.0,Navi Peth,4
7186,2 BHK,1410.0,2.0,67.0,Navi Peth,2
7187,2 BHK,1188.0,2.0,73.0,Navi Peth,2
7189,2 BHK,750.0,2.0,25.0,Navi Peth,2
7190,4 BHK,3245.0,4.0,250.0,Navi Peth,4
7191,2 BHK,945.0,2.0,50.0,Navi Peth,2
7192,2 BHK,1390.0,2.0,62.0,Navi Peth,2
7193,3 BHK,1707.0,2.0,99.745,Navi Peth,3
7194,3 BHK,1700.0,3.0,124.0,Navi Peth,3
7195,2 BHK,1325.0,2.0,50.0,Navi Peth,2
7196,3 BHK,2150.0,4.0,125.0,Navi Peth,3
7197,3 Bedroom,1500.0,2.0,120.0,Navi Peth,3
7198,4 BHK,1451.5,4.0,121.0,Navi Peth,4
7199,3 BHK,1999.0,3.0,132.0,Navi Peth,3
7200,2 BHK,877.0,2.0,42.0,Navi Peth,2
7201,2 BHK,1033.0,2.0,48.0,Navi Peth,2
7202,2 BHK,1320.0,2.0,92.0,Navi Peth,2
7203,2 BHK,1224.0,2.0,39.2,Navi Peth,2
7204,3 BHK,1880.0,3.0,95.0,Navi Peth,3
7205,2 BHK,1151.0,2.0,59.0,Navi Peth,2
7206,3 BHK,1640.0,3.0,88.0,Navi Peth,3
7207,3 BHK,1053.4,3.0,88.91,Navi Peth,3
7208,2 BHK,1174.0,2.0,78.0,Navi Peth,2
7209,2 BHK,1272.0,2.0,48.0,Navi Peth,2
7210,3 BHK,1560.0,3.0,120.0,Navi Peth,3
7211,2 Bedroom,1200.0,2.0,36.1,Navi Peth,2
7212,3 BHK,1705.0,3.0,110.0,Navi Peth,3
7213,2 BHK,1141.0,2.0,40.0,Navi Peth,2
7214,2 BHK,1125.0,2.0,40.0,Navi Peth,2
7215,2 BHK,1030.0,2.0,35.02,Navi Peth,2
7216,3 BHK,2145.0,3.0,190.0,Navi Peth,3
7218,2 Bedroom,1200.0,1.0,36.0,Navi Peth,2
7219,3 BHK,1600.0,3.0,82.0,Navi Peth,3
7220,3 BHK,1075.0,2.0,50.0,Navi Peth,3
7221,2 BHK,1240.0,2.0,65.0,Navi Peth,2
7223,3 BHK,1620.0,2.0,76.0,Navi Peth,3
7224,2 BHK,1215.0,2.0,43.0,Navi Peth,2
7225,3 BHK,1220.0,3.0,58.0,Navi Peth,3
7226,2 BHK,1175.0,2.0,64.98,Navi Peth,2
7227,3 Bedroom,1900.0,4.0,90.0,Navi Peth,3
7228,2 BHK,1089.0,2.0,60.0,Navi Peth,2
7230,2 Bedroom,1200.0,2.0,75.0,Navi Peth,2
7231,3 BHK,1240.0,2.0,65.0,Navi Peth,3
7232,2 BHK,984.0,2.0,55.0,Navi Peth,2
7233,3 BHK,1890.0,4.0,125.0,Navi Peth,3
7234,3 Bedroom,1800.0,2.0,100.0,Navi Peth,3
7235,3 BHK,1320.0,2.0,60.0,Navi Peth,3
7236,2 BHK,1161.0,2.0,63.85,Navi Peth,2
7237,2 BHK,958.0,2.0,33.53,Navi Peth,2
7238,2 BHK,1257.0,2.0,93.0,Navi Peth,2
7239,3 BHK,2700.0,2.0,260.0,Navi Peth,3
7240,2 BHK,935.0,2.0,35.0,Navi Peth,2
7243,3 BHK,1500.0,3.0,120.0,Navi Peth,3
7244,1 BHK,565.0,1.0,33.0,Navi Peth,1
7245,3 BHK,1200.0,2.0,65.0,Navi Peth,3
7247,3 BHK,1787.0,3.0,107.0,Navi Peth,3
7248,2 BHK,1285.0,2.0,55.0,Navi Peth,2
7249,3 BHK,1817.0,3.0,102.0,Navi Peth,3
7250,3 BHK,1400.0,2.0,80.0,Navi Peth,3
7251,2 BHK,1304.0,2.0,69.97,Navi Peth,2
7252,2 BHK,1195.0,2.0,35.84,Navi Peth,2
7253,2 BHK,1060.0,2.0,34.0,Navi Peth,2
7254,3 BHK,1921.0,4.0,129.0,Navi Peth,3
7255,1 Bedroom,600.0,1.0,37.0,Navi Peth,1
7256,3 BHK,1495.0,2.0,70.0,Navi Peth,3
7257,2 BHK,1061.0,2.0,38.95,Navi Peth,2
7258,2 BHK,1265.0,2.0,68.0,Navi Peth,2
7259,3 BHK,1400.0,3.0,81.0,Navi Peth,3
7260,2 BHK,1050.0,2.0,42.0,Navi Peth,2
7261,2 BHK,1050.0,2.0,45.0,Navi Peth,2
7262,2 BHK,1160.0,2.0,33.5,Navi Peth,2
7263,3 BHK,1864.0,3.0,120.0,Navi Peth,3
7265,3 BHK,2051.0,3.0,180.0,Navi Peth,3
7266,2 BHK,1200.0,2.0,80.0,Navi Peth,2
7267,2 BHK,1200.0,2.0,60.0,Navi Peth,2
7268,2 BHK,883.0,2.0,49.0,Navi Peth,2
7269,3 BHK,1520.0,3.0,125.0,Navi Peth,3
7270,2 BHK,1125.0,1.0,45.0,Navi Peth,2
7271,3 BHK,1157.0,2.0,69.0,Navi Peth,3
7272,2 BHK,1160.0,2.0,55.0,Navi Peth,2
7274,2 BHK,1260.0,2.0,55.0,Navi Peth,2
7275,4 BHK,4225.0,6.0,359.0,Navi Peth,4
7277,3 BHK,2160.0,3.0,170.0,Navi Peth,3
7278,3 Bedroom,1200.0,3.0,67.75,Navi Peth,3
7279,3 BHK,1659.0,3.0,135.0,Navi Peth,3
7280,2 BHK,1264.0,2.0,52.0,Navi Peth,2
7281,3 BHK,1830.0,3.0,95.0,Navi Peth,3
7282,2 BHK,1262.0,2.0,47.0,Navi Peth,2
7283,8 Bedroom,3000.0,8.0,140.0,Padmavati,8
7285,2 BHK,1025.0,2.0,36.0,Padmavati,2
7287,3 BHK,1752.12,3.0,135.0,Padmavati,3
7289,2 BHK,1225.0,2.0,48.0,Padmavati,2
7290,3 BHK,1450.0,2.0,100.0,Padmavati,3
7291,3 BHK,1691.0,2.0,102.0,Padmavati,3
7292,3 BHK,1651.0,3.0,97.38,Padmavati,3
7293,2 BHK,1206.0,2.0,75.0,Padmavati,2
